Node_ID,Crisp_Class,Fuzzy_C1,Fuzzy_C2
0,1,0.0,1.0
1,1,0.0,1.0
2,1,0.0,1.0
3,0,1.0,0.0
4,1,0.16,0.84
5,0,1.0,0.0
6,0,1.0,0.0
7,1,0.0,1.0
8,1,0.0,1.0
9,0,1.0,0.0
10,0,1.0,0.0
11,0,1.0,0.0
12,1,0.0,1.0
13,1,0.0,1.0
14,1,0.0,1.0
15,1,0.0,1.0
16,0,1.0,0.0
17,1,0.0,1.0
18,0,1.0,0.0
19,1,0.0,1.0
20,1,0.08,0.92
21,1,0.0,1.0
22,1,0.0,1.0
23,1,0.0,1.0
24,1,0.0,1.0
25,1,0.0,1.0
26,1,0.0,1.0
27,1,0.3,0.7
28,0,1.0,0.0
29,1,0.0,1.0
30,1,0.4917411,0.5082589
31,1,0.0,1.0
32,0,0.51519614,0.4848039
33,1,0.0,1.0
34,0,1.0,0.0
35,0,1.0,0.0
36,0,1.0,0.0
37,1,0.13333334,0.8666667
38,1,0.1,0.9
39,1,0.0,1.0
40,1,0.0,1.0
41,1,0.0,1.0
42,1,0.0,1.0
43,1,0.0,1.0
44,1,0.0,1.0
45,1,0.06666667,0.93333334
46,0,1.0,0.0
47,1,0.0,1.0
48,1,0.0,1.0
49,1,0.0,1.0
50,1,0.0,1.0
51,1,0.0,1.0
52,0,1.0,0.0
53,0,1.0,0.0
54,0,0.4737249,0.5262751
55,1,0.3,0.7
56,1,0.0,1.0
57,1,0.4,0.6
58,0,1.0,0.0
59,0,1.0,0.0
60,0,0.73333335,0.26666668
61,0,0.76,0.24
62,0,1.0,0.0
63,1,0.0,1.0
64,0,1.0,0.0
65,0,1.0,0.0
66,1,0.0,1.0
67,1,0.0,1.0
68,0,0.8666667,0.13333334
69,1,0.22857143,0.7714286
70,1,0.0,1.0
71,0,0.8666667,0.13333334
72,0,1.0,0.0
73,0,1.0,0.0
74,0,1.0,0.0
75,1,0.0,1.0
76,1,0.26666668,0.73333335
77,1,0.4,0.6
78,1,0.0,1.0
79,0,0.46743664,0.5325633
80,0,1.0,0.0
81,0,1.0,0.0
82,1,0.0,1.0
83,0,1.0,0.0
84,1,0.0,1.0
85,0,0.8666667,0.13333334
86,1,0.1,0.9
87,1,0.13333334,0.8666667
88,0,0.7222222,0.2777778
89,1,0.0,1.0
90,0,1.0,0.0
91,1,0.0,1.0
92,1,0.0,1.0
93,1,0.0,1.0
94,0,0.7090909,0.29090908
95,0,0.9809524,0.01904762
96,1,0.0,1.0
97,1,0.0,1.0
98,0,1.0,0.0
99,1,0.0,1.0
100,0,1.0,0.0
101,0,0.8666667,0.13333334
102,0,0.85,0.15
103,0,1.0,0.0
104,0,0.51334035,0.48665962
105,0,1.0,0.0
106,1,0.0,1.0
107,1,0.0,1.0
108,1,0.0,1.0
109,0,0.95,0.05
110,0,1.0,0.0
111,0,1.0,0.0
112,0,1.0,0.0
113,1,0.0,1.0
114,1,0.0,1.0
115,1,0.0,1.0
116,1,0.0,1.0
117,1,0.0,1.0
118,1,0.10526316,0.8947368
119,1,0.0,1.0
120,1,0.0,1.0
121,0,0.94285715,0.057142857
122,1,0.0,1.0
123,1,0.0,1.0
124,0,0.92,0.08
125,1,0.0,1.0
126,0,1.0,0.0
127,1,0.0,1.0
128,1,0.0,1.0
129,1,0.0,1.0
130,1,0.13333334,0.8666667
131,0,1.0,0.0
132,1,0.0,1.0
133,0,1.0,0.0
134,0,1.0,0.0
135,0,1.0,0.0
136,0,1.0,0.0
137,0,1.0,0.0
138,0,1.0,0.0
139,0,1.0,0.0
140,1,0.0,1.0
141,1,0.0,1.0
142,0,1.0,0.0
143,1,0.0,1.0
144,1,0.0,1.0
145,1,0.0,1.0
146,0,0.92,0.08
147,1,0.0,1.0
148,1,0.0,1.0
149,0,0.9,0.1
150,1,0.0,1.0
151,1,0.0,1.0
152,1,0.0,1.0
153,0,1.0,0.0
154,0,1.0,0.0
155,0,1.0,0.0
156,0,1.0,0.0
157,1,0.0,1.0
158,1,0.0,1.0
159,1,0.0,1.0
160,1,0.0,1.0
161,0,1.0,0.0
162,1,0.32,0.68
163,1,0.0,1.0
164,0,0.5228216,0.47717836
165,1,0.0,1.0
166,1,0.0,1.0
167,1,0.0,1.0
168,1,0.0,1.0
169,1,0.0,1.0
170,0,1.0,0.0
171,1,0.0,1.0
172,1,0.0,1.0
173,0,1.0,0.0
174,0,1.0,0.0
175,1,0.0,1.0
176,0,0.73333335,0.26666668
177,1,0.0,1.0
178,1,0.0,1.0
179,1,0.0,1.0
180,1,0.0,1.0
181,1,0.1,0.9
182,1,0.0,1.0
183,1,0.0,1.0
184,1,0.0,1.0
185,1,0.0,1.0
186,0,0.93333334,0.06666667
187,1,0.0,1.0
188,0,1.0,0.0
189,0,1.0,0.0
190,1,0.0,1.0
191,1,0.13333334,0.8666667
192,1,0.4,0.6
193,1,0.0,1.0
194,1,0.0,1.0
195,0,1.0,0.0
196,1,0.0,1.0
197,1,0.0,1.0
198,1,0.0,1.0
199,1,0.0,1.0
200,1,0.0,1.0
201,1,0.0,1.0
202,0,1.0,0.0
203,1,0.0,1.0
204,0,1.0,0.0
205,1,0.0,1.0
206,0,1.0,0.0
207,1,0.0,1.0
208,1,0.0,1.0
209,1,0.0,1.0
210,1,0.12,0.88
211,0,0.76,0.24
212,1,0.0,1.0
213,1,0.0,1.0
214,0,1.0,0.0
215,1,0.13333334,0.8666667
216,1,0.0,1.0
217,1,0.0,1.0
218,1,0.036363635,0.96363634
219,1,0.0,1.0
220,1,0.13333334,0.8666667
221,0,1.0,0.0
222,1,0.0,1.0
223,0,1.0,0.0
224,1,0.0,1.0
225,0,1.0,0.0
226,1,0.0,1.0
227,0,1.0,0.0
228,0,0.92,0.08
229,1,0.0,1.0
230,1,0.0,1.0
231,1,0.044444446,0.95555556
232,1,0.0,1.0
233,1,0.0,1.0
234,0,0.48410663,0.51589334
235,1,0.0,1.0
236,0,0.96363634,0.036363635
237,1,0.0,1.0
238,1,0.0,1.0
239,0,0.9692308,0.03076923
240,1,0.0,1.0
241,1,0.0,1.0
242,0,0.9,0.1
243,1,0.0,1.0
244,0,1.0,0.0
245,1,0.0,1.0
246,0,1.0,0.0
247,1,0.0,1.0
248,1,0.0,1.0
249,1,0.0,1.0
250,1,0.4,0.6
251,1,0.0,1.0
252,1,0.1,0.9
253,1,0.0,1.0
254,1,0.0,1.0
255,1,0.0,1.0
256,1,0.0,1.0
257,0,1.0,0.0
258,1,0.0,1.0
259,1,0.0,1.0
260,0,1.0,0.0
261,1,0.1,0.9
262,1,0.0,1.0
263,0,1.0,0.0
264,1,0.0,1.0
265,1,0.0,1.0
266,1,0.1,0.9
267,1,0.0,1.0
268,0,1.0,0.0
269,1,0.0,1.0
270,0,0.92,0.08
271,1,0.0,1.0
272,1,0.0,1.0
273,1,0.0,1.0
274,0,0.48207802,0.517922
275,1,0.0,1.0
276,0,0.8666667,0.13333334
277,1,0.0,1.0
278,1,0.0,1.0
279,0,0.9,0.1
280,0,1.0,0.0
281,1,0.05,0.95
282,1,0.0,1.0
283,1,0.0,1.0
284,1,0.0,1.0
285,1,0.5012093,0.49879068
286,1,0.0,1.0
287,1,0.0,1.0
288,1,0.0,1.0
289,0,1.0,0.0
290,0,1.0,0.0
291,1,0.0,1.0
292,0,1.0,0.0
293,1,0.0,1.0
294,0,1.0,0.0
295,1,0.0,1.0
296,0,1.0,0.0
297,1,0.0,1.0
298,1,0.0,1.0
299,1,0.0,1.0
300,1,0.26666668,0.73333335
301,0,1.0,0.0
302,0,1.0,0.0
303,0,1.0,0.0
304,0,0.54082656,0.4591734
305,0,1.0,0.0
306,0,0.95897436,0.041025642
307,1,0.0,1.0
308,0,1.0,0.0
309,1,0.13333334,0.8666667
310,1,0.0,1.0
311,1,0.0,1.0
312,0,1.0,0.0
313,1,0.0,1.0
314,1,0.53960913,0.46039087
315,0,1.0,0.0
316,1,0.0,1.0
317,1,0.52555513,0.4744449
318,0,0.9,0.1
319,1,0.4,0.6
320,1,0.0,1.0
321,1,0.13333334,0.8666667
322,0,1.0,0.0
323,0,0.6,0.4
324,0,0.8666667,0.13333334
325,1,0.50227326,0.4977267
326,0,1.0,0.0
327,1,0.0,1.0
328,0,1.0,0.0
329,0,1.0,0.0
330,1,0.13333334,0.8666667
331,1,0.47264957,0.5273504
332,1,0.0,1.0
333,0,1.0,0.0
334,0,1.0,0.0
335,1,0.0,1.0
336,1,0.0,1.0
337,0,1.0,0.0
338,1,0.0,1.0
339,1,0.0,1.0
340,1,0.0,1.0
341,0,1.0,0.0
342,0,0.8,0.2
343,1,0.0,1.0
344,1,0.08,0.92
345,1,0.0,1.0
346,0,1.0,0.0
347,0,1.0,0.0
348,1,0.0,1.0
349,1,0.0,1.0
350,0,1.0,0.0
351,1,0.0,1.0
352,1,0.0,1.0
353,0,1.0,0.0
354,0,1.0,0.0
355,0,1.0,0.0
356,1,0.32,0.68
357,0,1.0,0.0
358,0,1.0,0.0
359,0,1.0,0.0
360,1,0.0,1.0
361,1,0.0,1.0
362,1,0.0,1.0
363,0,1.0,0.0
364,0,1.0,0.0
365,0,1.0,0.0
366,1,0.1,0.9
367,0,1.0,0.0
368,1,0.0,1.0
369,1,0.0,1.0
370,1,0.0,1.0
371,1,0.0,1.0
372,0,1.0,0.0
373,0,1.0,0.0
374,1,0.0,1.0
375,1,0.0,1.0
376,1,0.26666668,0.73333335
377,1,0.5471782,0.4528218
378,1,0.0,1.0
379,1,0.0,1.0
380,1,0.0,1.0
381,1,0.0,1.0
382,1,0.13333334,0.8666667
383,1,0.5039342,0.49606577
384,0,1.0,0.0
385,1,0.0,1.0
386,1,0.0,1.0
387,1,0.13333334,0.8666667
388,1,0.0,1.0
389,0,0.9,0.1
390,1,0.0,1.0
391,0,0.9,0.1
392,1,0.0,1.0
393,1,0.0,1.0
394,1,0.0,1.0
395,1,0.0,1.0
396,1,0.0,1.0
397,1,0.1,0.9
398,1,0.51909375,0.48090622
399,0,1.0,0.0
400,1,0.0,1.0
401,1,0.530744,0.46925598
402,1,0.0,1.0
403,0,1.0,0.0
404,1,0.0,1.0
405,0,1.0,0.0
406,0,1.0,0.0
407,1,0.54075664,0.45924336
408,0,1.0,0.0
409,0,0.47652024,0.52347976
410,1,0.0,1.0
411,1,0.0,1.0
412,1,0.0,1.0
413,1,0.0,1.0
414,1,0.4,0.6
415,0,0.82857144,0.17142858
416,1,0.52121794,0.4787821
417,1,0.16,0.84
418,1,0.0,1.0
419,1,0.0,1.0
420,1,0.0,1.0
421,1,0.0,1.0
422,1,0.0,1.0
423,0,1.0,0.0
424,1,0.49972486,0.50027514
425,0,1.0,0.0
426,0,1.0,0.0
427,0,1.0,0.0
428,1,0.0,1.0
429,1,0.075,0.925
430,1,0.0,1.0
431,1,0.0,1.0
432,1,0.0,1.0
433,1,0.0,1.0
434,0,1.0,0.0
435,1,0.26666668,0.73333335
436,1,0.044444446,0.95555556
437,0,0.68,0.32
438,1,0.13333334,0.8666667
439,0,1.0,0.0
440,0,0.93333334,0.06666667
441,1,0.07272727,0.92727274
442,1,0.0,1.0
443,1,0.0,1.0
444,1,0.0,1.0
445,1,0.0,1.0
446,0,0.73333335,0.26666668
447,1,0.0,1.0
448,1,0.0,1.0
449,0,1.0,0.0
450,1,0.0,1.0
451,1,0.0,1.0
452,0,1.0,0.0
453,1,0.0,1.0
454,1,0.07272727,0.92727274
455,1,0.0,1.0
456,0,1.0,0.0
457,1,0.0,1.0
458,1,0.0,1.0
459,0,0.9,0.1
460,0,0.8666667,0.13333334
461,0,0.48253998,0.51746005
462,1,0.0,1.0
463,1,0.0,1.0
464,0,1.0,0.0
465,1,0.0,1.0
466,0,1.0,0.0
467,0,0.73333335,0.26666668
468,1,0.0,1.0
469,1,0.0,1.0
470,1,0.0,1.0
471,1,0.13333334,0.8666667
472,1,0.0,1.0
473,1,0.0,1.0
474,1,0.0,1.0
475,0,1.0,0.0
476,0,0.92,0.08
477,1,0.0,1.0
478,0,0.6,0.4
479,1,0.0,1.0
480,0,0.93333334,0.06666667
481,0,0.9,0.1
482,1,0.044444446,0.95555556
483,1,0.0,1.0
484,0,1.0,0.0
485,0,1.0,0.0
486,1,0.0,1.0
487,0,1.0,0.0
488,1,0.0,1.0
489,0,1.0,0.0
490,1,0.08888889,0.9111111
491,1,0.0,1.0
492,1,0.0,1.0
493,0,1.0,0.0
494,0,1.0,0.0
495,1,0.0,1.0
496,0,0.8666667,0.13333334
497,0,1.0,0.0
498,1,0.26666668,0.73333335
499,1,0.0,1.0
500,1,0.0,1.0
501,0,1.0,0.0
502,0,0.73333335,0.26666668
503,1,0.0,1.0
504,1,0.0,1.0
505,0,0.92727274,0.07272727
506,1,0.54429096,0.45570904
507,1,0.0,1.0
508,0,1.0,0.0
509,1,0.0,1.0
510,1,0.13333334,0.8666667
511,1,0.0,1.0
512,1,0.0,1.0
513,0,1.0,0.0
514,1,0.08,0.92
515,1,0.0,1.0
516,1,0.0,1.0
517,1,0.0,1.0
518,1,0.3,0.7
519,0,0.76666665,0.23333333
520,1,0.0,1.0
521,1,0.0,1.0
522,1,0.4,0.6
523,1,0.0,1.0
524,0,0.92,0.08
525,0,1.0,0.0
526,0,1.0,0.0
527,0,1.0,0.0
528,1,0.0,1.0
529,1,0.0,1.0
530,0,1.0,0.0
531,0,0.49894527,0.5010547
532,1,0.0,1.0
533,0,1.0,0.0
534,0,1.0,0.0
535,0,1.0,0.0
536,0,0.5303672,0.4696328
537,1,0.0,1.0
538,1,0.0,1.0
539,1,0.26666668,0.73333335
540,1,0.0,1.0
541,1,0.0,1.0
542,0,1.0,0.0
543,0,0.47287983,0.5271202
544,0,1.0,0.0
545,1,0.0,1.0
546,1,0.0,1.0
547,1,0.0,1.0
548,0,0.76,0.24
549,1,0.0,1.0
550,1,0.0,1.0
551,1,0.0,1.0
552,0,1.0,0.0
553,1,0.05,0.95
554,1,0.26666668,0.73333335
555,1,0.0,1.0
556,0,1.0,0.0
557,0,1.0,0.0
558,0,1.0,0.0
559,1,0.0,1.0
560,1,0.0,1.0
561,1,0.0,1.0
562,0,1.0,0.0
563,0,0.92,0.08
564,0,1.0,0.0
565,0,1.0,0.0
566,1,0.0,1.0
567,0,1.0,0.0
568,1,0.0,1.0
569,0,1.0,0.0
570,1,0.0,1.0
571,1,0.0,1.0
572,0,1.0,0.0
573,1,0.16,0.84
574,1,0.0,1.0
575,1,0.0,1.0
576,1,0.0,1.0
577,1,0.0,1.0
578,1,0.0,1.0
579,1,0.0,1.0
580,0,1.0,0.0
581,0,0.73333335,0.26666668
582,1,0.0,1.0
583,1,0.0,1.0
584,1,0.0,1.0
585,1,0.0,1.0
586,0,1.0,0.0
587,1,0.0,1.0
588,1,0.0,1.0
589,0,1.0,0.0
590,1,0.0,1.0
591,0,0.84,0.16
592,1,0.0,1.0
593,1,0.13333334,0.8666667
594,1,0.46198654,0.53801346
595,1,0.0,1.0
596,1,0.13333334,0.8666667
597,1,0.4,0.6
598,1,0.048484847,0.95151514
599,1,0.0,1.0
600,1,0.0,1.0
601,1,0.0,1.0
602,1,0.0,1.0
603,1,0.17142858,0.82857144
604,1,0.08,0.92
605,1,0.0,1.0
606,0,0.73333335,0.26666668
607,1,0.0,1.0
608,0,0.92,0.08
609,0,1.0,0.0
610,1,0.114285715,0.8857143
611,1,0.0,1.0
612,1,0.0,1.0
613,0,1.0,0.0
614,0,1.0,0.0
615,0,1.0,0.0
616,0,1.0,0.0
617,1,0.0,1.0
618,1,0.0,1.0
619,0,1.0,0.0
620,1,0.0,1.0
621,1,0.4660808,0.5339192
622,1,0.0,1.0
623,1,0.0,1.0
624,0,1.0,0.0
625,1,0.0,1.0
626,0,1.0,0.0
627,1,0.0,1.0
628,1,0.3,0.7
629,0,1.0,0.0
630,1,0.0,1.0
631,0,0.5002679,0.4997321
632,0,1.0,0.0
633,1,0.0,1.0
634,1,0.0,1.0
635,0,0.6,0.4
636,0,1.0,0.0
637,1,0.0,1.0
638,1,0.057142857,0.94285715
639,1,0.0,1.0
640,1,0.0,1.0
641,1,0.0,1.0
642,0,1.0,0.0
643,1,0.0,1.0
644,1,0.13333334,0.8666667
645,1,0.06666667,0.93333334
646,1,0.0,1.0
647,1,0.0,1.0
648,1,0.0,1.0
649,1,0.0,1.0
650,0,1.0,0.0
651,0,0.6571429,0.34285715
652,1,0.0,1.0
653,1,0.0,1.0
654,1,0.0,1.0
655,0,1.0,0.0
656,0,1.0,0.0
657,0,1.0,0.0
658,1,0.0,1.0
659,0,0.8666667,0.13333334
660,0,1.0,0.0
661,1,0.025,0.975
662,1,0.0,1.0
663,1,0.5061277,0.49387228
664,1,0.0,1.0
665,1,0.0,1.0
666,0,0.5398554,0.46014458
667,0,1.0,0.0
668,1,0.0,1.0
669,1,0.0,1.0
670,1,0.0,1.0
671,1,0.1,0.9
672,0,0.6,0.4
673,1,0.0,1.0
674,1,0.0,1.0
675,1,0.4,0.6
676,1,0.0,1.0
677,1,0.0,1.0
678,1,0.4739562,0.52604383
679,0,1.0,0.0
680,0,1.0,0.0
681,1,0.0,1.0
682,1,0.459029,0.54097104
683,0,1.0,0.0
684,0,1.0,0.0
685,0,0.6,0.4
686,0,1.0,0.0
687,0,0.97333336,0.026666667
688,1,0.0,1.0
689,0,1.0,0.0
690,1,0.0,1.0
691,1,0.0,1.0
692,1,0.0,1.0
693,0,0.84,0.16
694,1,0.0,1.0
695,1,0.17777778,0.82222223
696,1,0.1,0.9
697,1,0.0,1.0
698,1,0.0,1.0
699,1,0.26666668,0.73333335
700,1,0.0,1.0
701,1,0.0,1.0
702,1,0.17777778,0.82222223
703,1,0.0,1.0
704,0,1.0,0.0
705,1,0.0,1.0
706,1,0.0,1.0
707,0,1.0,0.0
708,1,0.1,0.9
709,1,0.0,1.0
710,1,0.0,1.0
711,0,0.73333335,0.26666668
712,1,0.0,1.0
713,1,0.0,1.0
714,1,0.0,1.0
715,1,0.4,0.6
716,1,0.1,0.9
717,0,0.6,0.4
718,0,0.84,0.16
719,0,0.92,0.08
720,1,0.0,1.0
721,0,1.0,0.0
722,1,0.0,1.0
723,0,1.0,0.0
724,1,0.0,1.0
725,0,1.0,0.0
726,1,0.0,1.0
727,1,0.0,1.0
728,1,0.16,0.84
729,1,0.0,1.0
730,0,0.6,0.4
731,0,1.0,0.0
732,0,1.0,0.0
733,0,0.6689655,0.33103448
734,0,1.0,0.0
735,1,0.0,1.0
736,0,1.0,0.0
737,1,0.17142858,0.82857144
738,0,0.76,0.24
739,1,0.0,1.0
740,1,0.0,1.0
741,0,1.0,0.0
742,0,1.0,0.0
743,1,0.06666667,0.93333334
744,0,1.0,0.0
745,1,0.0,1.0
746,1,0.0,1.0
747,1,0.0,1.0
748,0,0.96363634,0.036363635
749,1,0.26666668,0.73333335
750,1,0.0,1.0
751,0,1.0,0.0
752,0,1.0,0.0
753,0,0.6,0.4
754,0,1.0,0.0
755,1,0.13333334,0.8666667
756,1,0.036363635,0.96363634
757,0,1.0,0.0
758,0,1.0,0.0
759,1,0.5035775,0.49642253
760,0,0.93333334,0.06666667
761,1,0.0,1.0
762,0,1.0,0.0
763,0,0.8666667,0.13333334
764,0,1.0,0.0
765,1,0.0,1.0
766,1,0.0,1.0
767,0,0.46612212,0.53387785
768,1,0.4,0.6
769,0,1.0,0.0
770,1,0.0,1.0
771,0,0.45050615,0.54949385
772,1,0.0,1.0
773,0,1.0,0.0
774,1,0.0,1.0
775,1,0.0,1.0
776,1,0.0,1.0
777,0,0.6,0.4
778,1,0.08,0.92
779,1,0.05,0.95
780,1,0.0,1.0
781,1,0.48867354,0.5113265
782,1,0.0,1.0
783,1,0.0,1.0
784,1,0.0,1.0
785,1,0.0,1.0
786,1,0.0,1.0
787,1,0.0,1.0
788,1,0.0,1.0
789,1,0.0,1.0
790,1,0.0,1.0
791,1,0.0,1.0
792,1,0.0,1.0
793,1,0.0,1.0
794,0,0.76,0.24
795,1,0.0,1.0
796,0,1.0,0.0
797,0,1.0,0.0
798,1,0.0,1.0
799,1,0.0,1.0
800,0,1.0,0.0
801,1,0.0,1.0
802,1,0.47517824,0.52482176
803,1,0.0,1.0
804,1,0.0,1.0
805,1,0.0,1.0
806,0,1.0,0.0
807,1,0.0,1.0
808,1,0.0,1.0
809,0,0.68,0.32
810,1,0.0,1.0
811,1,0.0,1.0
812,1,0.0,1.0
813,1,0.0,1.0
814,1,0.1,0.9
815,0,0.48376152,0.5162385
816,1,0.0,1.0
817,0,0.9,0.1
818,1,0.483903,0.516097
819,0,1.0,0.0
820,0,1.0,0.0
821,1,0.0,1.0
822,1,0.0,1.0
823,0,1.0,0.0
824,0,1.0,0.0
825,0,1.0,0.0
826,1,0.0,1.0
827,1,0.49937955,0.5006204
828,1,0.0,1.0
829,0,0.6,0.4
830,1,0.0,1.0
831,0,1.0,0.0
832,1,0.0,1.0
833,1,0.0,1.0
834,0,1.0,0.0
835,1,0.0,1.0
836,1,0.15,0.85
837,1,0.0,1.0
838,0,0.8666667,0.13333334
839,0,1.0,0.0
840,1,0.0,1.0
841,1,0.46865186,0.53134817
842,0,0.48636296,0.51363707
843,1,0.53180146,0.46819854
844,1,0.0,1.0
845,1,0.0,1.0
846,1,0.0,1.0
847,1,0.5055201,0.49447992
848,0,1.0,0.0
849,1,0.0,1.0
850,1,0.0,1.0
851,0,0.9,0.1
852,0,1.0,0.0
853,0,1.0,0.0
854,1,0.0,1.0
855,1,0.0,1.0
856,1,0.0,1.0
857,1,0.0,1.0
858,0,1.0,0.0
859,0,1.0,0.0
860,0,1.0,0.0
861,0,1.0,0.0
862,1,0.5109564,0.48904356
863,0,0.68,0.32
864,0,0.8666667,0.13333334
865,1,0.4,0.6
866,1,0.0,1.0
867,0,1.0,0.0
868,1,0.25,0.75
869,1,0.0,1.0
870,1,0.0,1.0
871,0,1.0,0.0
872,1,0.0,1.0
873,0,0.539711,0.46028897
874,1,0.0,1.0
875,1,0.0,1.0
876,0,1.0,0.0
877,1,0.0,1.0
878,1,0.13333334,0.8666667
879,1,0.0,1.0
880,0,0.513353,0.48664704
881,0,1.0,0.0
882,0,1.0,0.0
883,0,1.0,0.0
884,1,0.0,1.0
885,1,0.057142857,0.94285715
886,1,0.0,1.0
887,0,1.0,0.0
888,0,1.0,0.0
889,0,1.0,0.0
890,1,0.0,1.0
891,1,0.0,1.0
892,1,0.0,1.0
893,1,0.0,1.0
894,1,0.0,1.0
895,0,1.0,0.0
896,1,0.0,1.0
897,0,0.9,0.1
898,1,0.0,1.0
899,1,0.0,1.0
900,1,0.0,1.0
901,0,1.0,0.0
902,0,1.0,0.0
903,1,0.13333334,0.8666667
904,1,0.0,1.0
905,0,1.0,0.0
906,1,0.0,1.0
907,1,0.0,1.0
908,1,0.5159984,0.4840016
909,1,0.0,1.0
910,0,1.0,0.0
911,1,0.0,1.0
912,1,0.0,1.0
913,1,0.0,1.0
914,1,0.0,1.0
915,0,1.0,0.0
916,1,0.0,1.0
917,0,1.0,0.0
918,1,0.0,1.0
919,0,1.0,0.0
920,1,0.0,1.0
921,1,0.13333334,0.8666667
922,1,0.0,1.0
923,1,0.0,1.0
924,1,0.0,1.0
925,1,0.0,1.0
926,1,0.0,1.0
927,1,0.0,1.0
928,1,0.0,1.0
929,0,1.0,0.0
930,1,0.0,1.0
931,0,1.0,0.0
932,1,0.0,1.0
933,0,1.0,0.0
